pal1,pal2,palres
Woolipop,Shadowbeak,Vanwyrm Cryst
Woolipop,Suzaku,Vanwyrm Cryst
Woolipop,Suzaku Aqua,Vanwyrm Cryst
Woolipop,Blazamut,Incineram
Nox,Chikipi,Tocotoco
Nox,Teafant,Tocotoco
Nox,Mau,Fuack
Nox,Lamball,Fuack
Nox,Cattiva,Bristla
Nox,Cremis,Bristla
Nox,Vixy,Bristla
Nox,Mau Cryst,Ribunny
Nox,Lifmunk,Ribunny
Nox,Hangyu Cryst,Swee
Nox,Hangyu,Swee
Nox,Sparkit,Swee
Nox,Flambelle,Killamari
Nox,Foxparks,Killamari
Nox,Hoocrates,Killamari
Nox,Depresso,Flopie
Nox,Jolthog,Flopie
Nox,Jolthog Cryst,Kelpsea Ignis
Nox,Pengullet,Kelpsea Ignis
Nox,Tocotoco,Kelpsea
Nox,Fuack,Kelpsea
Nox,Bristla,Tanzee
Nox,Ribunny,Tanzee
Nox,Swee,Gumoss (Special)
Nox,Killamari,Gumoss (Special)
Nox,Flopie,Daedream
Nox,Kelpsea Ignis,Daedream
Nox,Kelpsea,Fuddler
Nox,Tanzee,Fuddler
Nox,Gumoss (Special),Dazzi
Nox,Gumoss,Dazzi
Nox,Daedream,Dazzi
Nox,Fuddler,Dazzi
Nox,Dazzi,Woolipop
Nox,Woolipop,Woolipop
Nox,Nox,Nox
Nox,Wixen,Nox
Nox,Rooby,Wixen
Nox,Maraith,Wixen
Nox,Leezpunk Ignis,Wixen
Nox,Rushoar,Rooby
Nox,Leezpunk,Maraith
Nox,Lunaris,Maraith
Nox,Gobfin Ignis,Leezpunk Ignis
Nox,Gobfin,Leezpunk Ignis
Nox,Cawgnito,Rushoar
Nox,Beegarde,Rushoar
Nox,Direhowl,Leezpunk
Nox,Vaelet,Leezpunk
Nox,Gorirat,Lunaris
Nox,Galeclaw,Lunaris
Nox,Robinquill,Gobfin Ignis
Nox,Felbat,Gobfin Ignis
Nox,Robinquill Terra,Gobfin
Nox,Verdash,Gobfin
Nox,Fenglope,Cawgnito
Nox,Loupmoon,Beegarde
Nox,Lovander,Direhowl
Nox,Caprity,Direhowl
Nox,Eikthyrdeer,Vaelet
Nox,Mozzarina,Vaelet
Nox,Eikthyrdeer Terra,Gorirat
Nox,Dumud,Gorirat
Nox,Melpaca,Gorirat
Nox,Reindrix,Galeclaw
Nox,Celaray,Galeclaw
Nox,Broncherry,Robinquill
Nox,Digtoise,Robinquill
Nox,Broncherry Aqua,Felbat
Nox,Kitsun,Felbat
Nox,Dinossom,Robinquill Terra
Nox,Dinossom Lux,Robinquill Terra
Nox,Chillet,Verdash
Nox,Arsox,Verdash
Nox,Petallia,Fenglope
Nox,Foxcicle,Fenglope
Nox,Tombat,Fenglope
Nox,Rayhound,Loupmoon
Nox,Blazehowl,Loupmoon
Nox,Katress,Lovander
Nox,Univolt,Caprity
Nox,Blazehowl Noct,Caprity
Nox,Vanwyrm,Eikthyrdeer
Nox,Bushi,Mozzarina
Nox,Vanwyrm Cryst,Eikthyrdeer Terra
Nox,Incineram,Melpaca
Nox,Incineram Noct,Reindrix
Nox,Anubis,Reindrix
Nox,Surfent,Celaray
Nox,Surfent Terra,Celaray
Nox,Elphidran,Broncherry
Nox,Elphidran Aqua,Broncherry
Nox,Penking,Digtoise
Nox,Grintale,Digtoise
Nox,Azurobe,Broncherry Aqua
Nox,Cinnamoth,Broncherry Aqua
Nox,Wumpo Botan,Kitsun
Nox,Kingpaca,Kitsun
Nox,Wumpo,Dinossom
Nox,Sibelyx,Dinossom
Nox,Ice Kingpaca,Dinossom Lux
Nox,Mossanda,Dinossom Lux
Nox,Nitewing,Chillet
Nox,Sweepa,Chillet
Nox,Mossanda Lux,Arsox
Nox,Ragnahawk,Petallia
Nox,Faleris,Petallia
Nox,Pyrin,Petallia
Nox,Quivern,Foxcicle
Nox,Warsect,Foxcicle
Nox,Elizabee,Foxcicle
Nox,Reptyro,Tombat
Nox,Jormuntide Ignis,Tombat
Nox,Jormuntide,Tombat
Nox,Mammorest,Rayhound
Nox,Mammorest Cryst,Rayhound
Nox,Relaxaurus,Rayhound
Nox,Relaxaurus Lux,Rayhound
Nox,Menasting,Blazehowl
Nox,Lyleen,Blazehowl
Nox,Pyrin Noct,Blazehowl
Nox,Reptyro Cryst,Blazehowl
Nox,Beakon,Katress
Nox,Lyleen Noct,Katress
Nox,Grizzbolt,Katress
Nox,Helzephyr,Univolt
Nox,Astegon,Blazehowl Noct
Nox,Orserk,Vanwyrm
Nox,Cryolinx,Vanwyrm
Nox,Frostallion,Vanwyrm
Nox,Frostallion Noct,Bushi
Nox,Jetragon,Bushi
Nox,Paladius,Bushi
Nox,Necromus,Vanwyrm Cryst
Nox,Shadowbeak,Vanwyrm Cryst
Nox,Suzaku,Vanwyrm Cryst
Nox,Suzaku Aqua,Vanwyrm Cryst
Nox,Blazamut,Incineram
Wixen,Chikipi,Fuack
Wixen,Teafant,Fuack
Wixen,Mau,Bristla
Wixen,Lamball,Bristla
Wixen,Cattiva,Ribunny
Wixen,Cremis,Ribunny
Wixen,Vixy,Ribunny
Wixen,Mau Cryst,Swee
Wixen,Lifmunk,Swee
Wixen,Hangyu Cryst,Killamari
Wixen,Hangyu,Killamari
Wixen,Sparkit,Killamari
Wixen,Flambelle,Flopie
Wixen,Foxparks,Flopie
Wixen,Hoocrates,Flopie
Wixen,Depresso,Kelpsea Ignis
Wixen,Jolthog,Kelpsea Ignis
Wixen,Jolthog Cryst,Kelpsea
Wixen,Pengullet,Kelpsea
Wixen,Tocotoco,Tanzee
Wixen,Fuack,Tanzee
Wixen,Bristla,Gumoss (Special)
Wixen,Ribunny,Gumoss (Special)
Wixen,Swee,Daedream
Wixen,Killamari,Daedream
Wixen,Flopie,Fuddler
Wixen,Kelpsea Ignis,Fuddler
Wixen,Kelpsea,Dazzi
Wixen,Tanzee,Dazzi
Wixen,Gumoss (Special),Dazzi
Wixen,Gumoss,Dazzi
Wixen,Daedream,Woolipop
Wixen,Fuddler,Woolipop
Wixen,Dazzi,Woolipop
Wixen,Woolipop,Nox
Wixen,Nox,Nox
Wixen,Wixen,Wixen
Wixen,Rooby,Wixen
Wixen,Maraith,Rooby
Wixen,Leezpunk Ignis,Maraith
Wixen,Rushoar,Maraith
Wixen,Leezpunk,Leezpunk Ignis
Wixen,Lunaris,Leezpunk Ignis
Wixen,Gobfin Ignis,Rushoar
Wixen,Gobfin,Rushoar
Wixen,Cawgnito,Leezpunk
Wixen,Beegarde,Leezpunk
Wixen,Direhowl,Lunaris
Wixen,Vaelet,Lunaris
Wixen,Gorirat,Gobfin Ignis
Wixen,Galeclaw,Gobfin Ignis
Wixen,Robinquill,Gobfin
Wixen,Felbat,Gobfin
Wixen,Robinquill Terra,Cawgnito
Wixen,Verdash,Cawgnito
Wixen,Fenglope,Beegarde
Wixen,Loupmoon,Direhowl
Wixen,Lovander,Vaelet
Wixen,Caprity,Vaelet
Wixen,Eikthyrdeer,Gorirat
Wixen,Mozzarina,Gorirat
Wixen,Eikthyrdeer Terra,Galeclaw
Wixen,Dumud,Galeclaw
Wixen,Melpaca,Galeclaw
Wixen,Reindrix,Robinquill
Wixen,Celaray,Robinquill
Wixen,Broncherry,Felbat
Wixen,Digtoise,Felbat
Wixen,Broncherry Aqua,Robinquill Terra
Wixen,Kitsun,Robinquill Terra
Wixen,Dinossom,Verdash
Wixen,Dinossom Lux,Verdash
Wixen,Chillet,Fenglope
Wixen,Arsox,Fenglope
Wixen,Petallia,Fenglope
Wixen,Foxcicle,Loupmoon
Wixen,Tombat,Loupmoon
Wixen,Rayhound,Loupmoon
Wixen,Blazehowl,Lovander
Wixen,Katress,Caprity
Wixen,Univolt,Eikthyrdeer
Wixen,Blazehowl Noct,Eikthyrdeer
Wixen,Vanwyrm,Mozzarina
Wixen,Bushi,Eikthyrdeer Terra
Wixen,Vanwyrm Cryst,Melpaca
Wixen,Incineram,Reindrix
Wixen,Incineram Noct,Celaray
Wixen,Anubis,Celaray
Wixen,Surfent,Broncherry
Wixen,Surfent Terra,Broncherry
Wixen,Elphidran,Digtoise
Wixen,Elphidran Aqua,Digtoise
Wixen,Penking,Broncherry Aqua
Wixen,Grintale,Broncherry Aqua
Wixen,Azurobe,Kitsun
Wixen,Cinnamoth,Kitsun
Wixen,Wumpo Botan,Dinossom
Wixen,Kingpaca,Dinossom
Wixen,Wumpo,Dinossom Lux
Wixen,Sibelyx,Dinossom Lux
Wixen,Ice Kingpaca,Chillet
Wixen,Mossanda,Chillet
Wixen,Nitewing,Arsox
Wixen,Sweepa,Arsox
Wixen,Mossanda Lux,Petallia
Wixen,Ragnahawk,Petallia
Wixen,Faleris,Foxcicle
Wixen,Pyrin,Foxcicle
Wixen,Quivern,Foxcicle
Wixen,Warsect,Tombat
Wixen,Elizabee,Tombat
Wixen,Reptyro,Rayhound
Wixen,Jormuntide Ignis,Rayhound
Wixen,Jormuntide,Rayhound
Wixen,Mammorest,Rayhound
Wixen,Mammorest Cryst,Rayhound
Wixen,Relaxaurus,Blazehowl
Wixen,Relaxaurus Lux,Blazehowl
Wixen,Menasting,Blazehowl
Wixen,Lyleen,Blazehowl
Wixen,Pyrin Noct,Katress
Wixen,Reptyro Cryst,Katress
Wixen,Beakon,Katress
Wixen,Lyleen Noct,Univolt
Wixen,Grizzbolt,Univolt
Wixen,Helzephyr,Univolt
Wixen,Astegon,Vanwyrm
Wixen,Orserk,Vanwyrm
Wixen,Cryolinx,Bushi
Wixen,Frostallion,Bushi
Wixen,Frostallion Noct,Bushi
Wixen,Jetragon,Vanwyrm Cryst
Wixen,Paladius,Vanwyrm Cryst
Wixen,Necromus,Vanwyrm Cryst
Wixen,Shadowbeak,Vanwyrm Cryst
Wixen,Suzaku,Vanwyrm Cryst
Wixen,Suzaku Aqua,Incineram
Wixen,Blazamut,Incineram
Rooby,Chikipi,Fuack
Rooby,Teafant,Bristla
Rooby,Mau,Bristla
Rooby,Lamball,Ribunny
Rooby,Cattiva,Ribunny
Rooby,Cremis,Ribunny
Rooby,Vixy,Swee
Rooby,Mau Cryst,Swee
Rooby,Lifmunk,Killamari
Rooby,Hangyu Cryst,Killamari
Rooby,Hangyu,Killamari
Rooby,Sparkit,Flopie
Rooby,Flambelle,Flopie
Rooby,Foxparks,Flopie
Rooby,Hoocrates,Kelpsea Ignis
Rooby,Depresso,Kelpsea Ignis
Rooby,Jolthog,Kelpsea
Rooby,Jolthog Cryst,Kelpsea
Rooby,Pengullet,Tanzee
Rooby,Tocotoco,Tanzee
Rooby,Fuack,Gumoss (Special)
Rooby,Bristla,Gumoss (Special)
Rooby,Ribunny,Daedream
Rooby,Swee,Daedream
Rooby,Killamari,Fuddler
Rooby,Flopie,Fuddler
Rooby,Kelpsea Ignis,Dazzi
Rooby,Kelpsea,Dazzi
Rooby,Tanzee,Dazzi
Rooby,Gumoss (Special),Woolipop
Rooby,Gumoss,Woolipop
Rooby,Daedream,Woolipop
Rooby,Fuddler,Woolipop
Rooby,Dazzi,Nox
Rooby,Woolipop,Nox
Rooby,Nox,Wixen
Rooby,Wixen,Wixen
Rooby,Rooby,Rooby
Rooby,Maraith,Rooby
Rooby,Leezpunk Ignis,Maraith
Rooby,Rushoar,Leezpunk Ignis
Rooby,Leezpunk,Leezpunk Ignis
Rooby,Lunaris,Rushoar
Rooby,Gobfin Ignis,Rushoar
Rooby,Gobfin,Leezpunk
Rooby,Cawgnito,Leezpunk
Rooby,Beegarde,Lunaris
Rooby,Direhowl,Lunaris
Rooby,Vaelet,Gobfin Ignis
Rooby,Gorirat,Gobfin Ignis
Rooby,Galeclaw,Gobfin
Rooby,Robinquill,Gobfin
Rooby,Felbat,Cawgnito
Rooby,Robinquill Terra,Cawgnito
Rooby,Verdash,Beegarde
Rooby,Fenglope,Beegarde
Rooby,Loupmoon,Vaelet
Rooby,Lovander,Vaelet
Rooby,Caprity,Gorirat
Rooby,Eikthyrdeer,Gorirat
Rooby,Mozzarina,Galeclaw
Rooby,Eikthyrdeer Terra,Galeclaw
Rooby,Dumud,Galeclaw
Rooby,Melpaca,Robinquill
Rooby,Reindrix,Robinquill
Rooby,Celaray,Felbat
Rooby,Broncherry,Felbat
Rooby,Digtoise,Robinquill Terra
Rooby,Broncherry Aqua,Robinquill Terra
Rooby,Kitsun,Verdash
Rooby,Dinossom,Verdash
Rooby,Dinossom Lux,Fenglope
Rooby,Chillet,Fenglope
Rooby,Arsox,Fenglope
Rooby,Petallia,Fenglope
Rooby,Foxcicle,Loupmoon
Rooby,Tombat,Loupmoon
Rooby,Rayhound,Loupmoon
Rooby,Blazehowl,Caprity
Rooby,Katress,Caprity
Rooby,Univolt,Eikthyrdeer
Rooby,Blazehowl Noct,Mozzarina
Rooby,Vanwyrm,Mozzarina
Rooby,Bushi,Eikthyrdeer Terra
Rooby,Vanwyrm Cryst,Melpaca
Rooby,Incineram,Celaray
Rooby,Incineram Noct,Celaray
Rooby,Anubis,Broncherry
Rooby,Surfent,Broncherry
Rooby,Surfent Terra,Digtoise
Rooby,Elphidran,Digtoise
Rooby,Elphidran Aqua,Broncherry Aqua
Rooby,Penking,Broncherry Aqua
Rooby,Grintale,Kitsun
Rooby,Azurobe,Kitsun
Rooby,Cinnamoth,Dinossom
Rooby,Wumpo Botan,Dinossom
Rooby,Kingpaca,Dinossom Lux
Rooby,Wumpo,Dinossom Lux
Rooby,Sibelyx,Chillet
Rooby,Ice Kingpaca,Chillet
Rooby,Mossanda,Arsox
Rooby,Nitewing,Arsox
Rooby,Sweepa,Petallia
Rooby,Mossanda Lux,Petallia
Rooby,Ragnahawk,Foxcicle
Rooby,Faleris,Foxcicle
Rooby,Pyrin,Foxcicle
Rooby,Quivern,Tombat
Rooby,Warsect,Tombat
Rooby,Elizabee,Rayhound
Rooby,Reptyro,Rayhound
Rooby,Jormuntide Ignis,Rayhound
Rooby,Jormuntide,Rayhound
Rooby,Mammorest,Rayhound
Rooby,Mammorest Cryst,Blazehowl
Rooby,Relaxaurus,Blazehowl
Rooby,Relaxaurus Lux,Blazehowl
Rooby,Menasting,Blazehowl
Rooby,Lyleen,Katress
Rooby,Pyrin Noct,Katress
Rooby,Reptyro Cryst,Katress
Rooby,Beakon,Univolt
Rooby,Lyleen Noct,Univolt
Rooby,Grizzbolt,Univolt
Rooby,Helzephyr,Blazehowl Noct
Rooby,Astegon,Vanwyrm
Rooby,Orserk,Bushi
Rooby,Cryolinx,Bushi
Rooby,Frostallion,Bushi
Rooby,Frostallion Noct,Vanwyrm Cryst
Rooby,Jetragon,Vanwyrm Cryst
Rooby,Paladius,Vanwyrm Cryst
Rooby,Necromus,Vanwyrm Cryst
Rooby,Shadowbeak,Vanwyrm Cryst
Rooby,Suzaku,Incineram
Rooby,Suzaku Aqua,Incineram
Rooby,Blazamut,Incineram Noct
Maraith,Chikipi,Fuack
Maraith,Teafant,Bristla
Maraith,Mau,Bristla
Maraith,Lamball,Ribunny
Maraith,Cattiva,Ribunny
Maraith,Cremis,Swee
Maraith,Vixy,Swee
Maraith,Mau Cryst,Swee
Maraith,Lifmunk,Killamari
Maraith,Hangyu Cryst,Killamari
Maraith,Hangyu,Killamari
Maraith,Sparkit,Flopie
Maraith,Flambelle,Flopie
Maraith,Foxparks,Flopie
Maraith,Hoocrates,Kelpsea Ignis
Maraith,Depresso,Kelpsea Ignis
Maraith,Jolthog,Kelpsea
Maraith,Jolthog Cryst,Kelpsea
Maraith,Pengullet,Tanzee
Maraith,Tocotoco,Tanzee
Maraith,Fuack,Gumoss (Special)
Maraith,Bristla,Gumoss (Special)
Maraith,Ribunny,Daedream
Maraith,Swee,Daedream
Maraith,Killamari,Fuddler
Maraith,Flopie,Fuddler
Maraith,Kelpsea Ignis,Dazzi
Maraith,Kelpsea,Dazzi
Maraith,Tanzee,Dazzi
Maraith,Gumoss (Special),Woolipop
Maraith,Gumoss,Woolipop
Maraith,Daedream,Woolipop
Maraith,Fuddler,Woolipop
Maraith,Dazzi,Nox
Maraith,Woolipop,Nox
Maraith,Nox,Wixen
Maraith,Wixen,Rooby
Maraith,Rooby,Rooby
Maraith,Maraith,Maraith
Maraith,Leezpunk Ignis,Maraith
Maraith,Rushoar,Leezpunk Ignis
Maraith,Leezpunk,Leezpunk Ignis
Maraith,Lunaris,Rushoar
Maraith,Gobfin Ignis,Rushoar
Maraith,Gobfin,Leezpunk
Maraith,Cawgnito,Leezpunk
Maraith,Beegarde,Lunaris
Maraith,Direhowl,Lunaris
Maraith,Vaelet,Gobfin Ignis
Maraith,Gorirat,Gobfin Ignis
Maraith,Galeclaw,Gobfin
Maraith,Robinquill,Gobfin
Maraith,Felbat,Cawgnito
Maraith,Robinquill Terra,Cawgnito
Maraith,Verdash,Beegarde
Maraith,Fenglope,Beegarde
Maraith,Loupmoon,Vaelet
Maraith,Lovander,Vaelet
Maraith,Caprity,Gorirat
Maraith,Eikthyrdeer,Gorirat
Maraith,Mozzarina,Galeclaw
Maraith,Eikthyrdeer Terra,Galeclaw
Maraith,Dumud,Robinquill
Maraith,Melpaca,Robinquill
Maraith,Reindrix,Robinquill
Maraith,Celaray,Felbat
Maraith,Broncherry,Felbat
Maraith,Digtoise,Robinquill Terra
Maraith,Broncherry Aqua,Robinquill Terra
Maraith,Kitsun,Verdash
Maraith,Dinossom,Verdash
Maraith,Dinossom Lux,Fenglope
Maraith,Chillet,Fenglope
Maraith,Arsox,Fenglope
Maraith,Petallia,Fenglope
Maraith,Foxcicle,Loupmoon
Maraith,Tombat,Loupmoon
Maraith,Rayhound,Loupmoon
Maraith,Blazehowl,Caprity
Maraith,Katress,Caprity
Maraith,Univolt,Eikthyrdeer
Maraith,Blazehowl Noct,Mozzarina
Maraith,Vanwyrm,Mozzarina
Maraith,Bushi,Dumud
Maraith,Vanwyrm Cryst,Melpaca
Maraith,Incineram,Celaray
Maraith,Incineram Noct,Celaray
Maraith,Anubis,Broncherry
Maraith,Surfent,Broncherry
Maraith,Surfent Terra,Digtoise
Maraith,Elphidran,Digtoise
Maraith,Elphidran Aqua,Broncherry Aqua
Maraith,Penking,Broncherry Aqua
Maraith,Grintale,Kitsun
Maraith,Azurobe,Kitsun
Maraith,Cinnamoth,Dinossom
Maraith,Wumpo Botan,Dinossom
Maraith,Kingpaca,Dinossom Lux
Maraith,Wumpo,Dinossom Lux
Maraith,Sibelyx,Chillet
Maraith,Ice Kingpaca,Chillet
Maraith,Mossanda,Arsox
Maraith,Nitewing,Arsox
Maraith,Sweepa,Petallia
Maraith,Mossanda Lux,Petallia
Maraith,Ragnahawk,Foxcicle
Maraith,Faleris,Foxcicle
Maraith,Pyrin,Foxcicle
Maraith,Quivern,Tombat
Maraith,Warsect,Tombat
Maraith,Elizabee,Rayhound
Maraith,Reptyro,Rayhound
Maraith,Jormuntide Ignis,Rayhound
Maraith,Jormuntide,Rayhound
Maraith,Mammorest,Rayhound
Maraith,Mammorest Cryst,Blazehowl
Maraith,Relaxaurus,Blazehowl
Maraith,Relaxaurus Lux,Blazehowl
Maraith,Menasting,Blazehowl
Maraith,Lyleen,Katress
Maraith,Pyrin Noct,Katress
Maraith,Reptyro Cryst,Katress
Maraith,Beakon,Univolt
Maraith,Lyleen Noct,Univolt
Maraith,Grizzbolt,Univolt
Maraith,Helzephyr,Blazehowl Noct
Maraith,Astegon,Vanwyrm
Maraith,Orserk,Bushi
Maraith,Cryolinx,Bushi
Maraith,Frostallion,Bushi
Maraith,Frostallion Noct,Vanwyrm Cryst
Maraith,Jetragon,Vanwyrm Cryst
Maraith,Paladius,Vanwyrm Cryst
Maraith,Necromus,Vanwyrm Cryst
Maraith,Shadowbeak,Vanwyrm Cryst
Maraith,Suzaku,Incineram
Maraith,Suzaku Aqua,Incineram
Maraith,Blazamut,Incineram Noct
Leezpunk Ignis,Chikipi,Bristla
Leezpunk Ignis,Teafant,Bristla
Leezpunk Ignis,Mau,Ribunny
Leezpunk Ignis,Lamball,Ribunny
Leezpunk Ignis,Cattiva,Swee
Leezpunk Ignis,Cremis,Swee
Leezpunk Ignis,Vixy,Swee
Leezpunk Ignis,Mau Cryst,Killamari
Leezpunk Ignis,Lifmunk,Killamari
Leezpunk Ignis,Hangyu Cryst,Flopie
Leezpunk Ignis,Hangyu,Flopie
Leezpunk Ignis,Sparkit,Flopie
Leezpunk Ignis,Flambelle,Kelpsea Ignis
Leezpunk Ignis,Foxparks,Kelpsea Ignis
Leezpunk Ignis,Hoocrates,Kelpsea Ignis
Leezpunk Ignis,Depresso,Kelpsea
Leezpunk Ignis,Jolthog,Kelpsea
Leezpunk Ignis,Jolthog Cryst,Tanzee
Leezpunk Ignis,Pengullet,Tanzee
Leezpunk Ignis,Tocotoco,Gumoss (Special)
Leezpunk Ignis,Fuack,Gumoss (Special)
Leezpunk Ignis,Bristla,Daedream
Leezpunk Ignis,Ribunny,Daedream
Leezpunk Ignis,Swee,Fuddler
Leezpunk Ignis,Killamari,Fuddler
Leezpunk Ignis,Flopie,Dazzi
Leezpunk Ignis,Kelpsea Ignis,Dazzi
Leezpunk Ignis,Kelpsea,Dazzi
Leezpunk Ignis,Tanzee,Woolipop
Leezpunk Ignis,Gumoss (Special),Woolipop
Leezpunk Ignis,Gumoss,Woolipop
Leezpunk Ignis,Daedream,Woolipop
Leezpunk Ignis,Fuddler,Nox
Leezpunk Ignis,Dazzi,Nox
Leezpunk Ignis,Woolipop,Wixen
Leezpunk Ignis,Nox,Wixen
Leezpunk Ignis,Wixen,Maraith
Leezpunk Ignis,Rooby,Maraith
Leezpunk Ignis,Maraith,Maraith
Leezpunk Ignis,Leezpunk Ignis,Leezpunk Ignis
Leezpunk Ignis,Rushoar,Leezpunk Ignis
Leezpunk Ignis,Leezpunk,Rushoar
Leezpunk Ignis,Lunaris,Rushoar
Leezpunk Ignis,Gobfin Ignis,Leezpunk
Leezpunk Ignis,Gobfin,Leezpunk
Leezpunk Ignis,Cawgnito,Lunaris
Leezpunk Ignis,Beegarde,Lunaris
Leezpunk Ignis,Direhowl,Gobfin Ignis
Leezpunk Ignis,Vaelet,Gobfin Ignis
Leezpunk Ignis,Gorirat,Gobfin
Leezpunk Ignis,Galeclaw,Gobfin
Leezpunk Ignis,Robinquill,Cawgnito
Leezpunk Ignis,Felbat,Cawgnito
Leezpunk Ignis,Robinquill Terra,Beegarde
Leezpunk Ignis,Verdash,Beegarde
Leezpunk Ignis,Fenglope,Direhowl
Leezpunk Ignis,Loupmoon,Vaelet
Leezpunk Ignis,Lovander,Gorirat
Leezpunk Ignis,Caprity,Gorirat
Leezpunk Ignis,Eikthyrdeer,Galeclaw
Leezpunk Ignis,Mozzarina,Galeclaw
Leezpunk Ignis,Eikthyrdeer Terra,Robinquill
Leezpunk Ignis,Dumud,Robinquill
Leezpunk Ignis,Melpaca,Robinquill
Leezpunk Ignis,Reindrix,Felbat
Leezpunk Ignis,Celaray,Felbat
Leezpunk Ignis,Broncherry,Robinquill Terra
Leezpunk Ignis,Digtoise,Robinquill Terra
Leezpunk Ignis,Broncherry Aqua,Verdash
Leezpunk Ignis,Kitsun,Verdash
Leezpunk Ignis,Dinossom,Fenglope
Leezpunk Ignis,Dinossom Lux,Fenglope
Leezpunk Ignis,Chillet,Fenglope
Leezpunk Ignis,Arsox,Fenglope
Leezpunk Ignis,Petallia,Loupmoon
Leezpunk Ignis,Foxcicle,Loupmoon
Leezpunk Ignis,Tombat,Loupmoon
Leezpunk Ignis,Rayhound,Lovander
Leezpunk Ignis,Blazehowl,Caprity
Leezpunk Ignis,Katress,Eikthyrdeer
Leezpunk Ignis,Univolt,Mozzarina
Leezpunk Ignis,Blazehowl Noct,Mozzarina
Leezpunk Ignis,Vanwyrm,Eikthyrdeer Terra
Leezpunk Ignis,Bushi,Melpaca
Leezpunk Ignis,Vanwyrm Cryst,Reindrix
Leezpunk Ignis,Incineram,Celaray
Leezpunk Ignis,Incineram Noct,Broncherry
Leezpunk Ignis,Anubis,Broncherry
Leezpunk Ignis,Surfent,Digtoise
Leezpunk Ignis,Surfent Terra,Digtoise
Leezpunk Ignis,Elphidran,Broncherry Aqua
Leezpunk Ignis,Elphidran Aqua,Broncherry Aqua
Leezpunk Ignis,Penking,Kitsun
Leezpunk Ignis,Grintale,Kitsun
Leezpunk Ignis,Azurobe,Dinossom
Leezpunk Ignis,Cinnamoth,Dinossom
Leezpunk Ignis,Wumpo Botan,Dinossom Lux
Leezpunk Ignis,Kingpaca,Dinossom Lux
Leezpunk Ignis,Wumpo,Chillet
Leezpunk Ignis,Sibelyx,Chillet
Leezpunk Ignis,Ice Kingpaca,Arsox
Leezpunk Ignis,Mossanda,Arsox
Leezpunk Ignis,Nitewing,Petallia
Leezpunk Ignis,Sweepa,Petallia
Leezpunk Ignis,Mossanda Lux,Foxcicle
Leezpunk Ignis,Ragnahawk,Foxcicle
Leezpunk Ignis,Faleris,Foxcicle
Leezpunk Ignis,Pyrin,Tombat
Leezpunk Ignis,Quivern,Tombat
Leezpunk Ignis,Warsect,Rayhound
Leezpunk Ignis,Elizabee,Rayhound
Leezpunk Ignis,Reptyro,Rayhound
Leezpunk Ignis,Jormuntide Ignis,Rayhound
Leezpunk Ignis,Jormuntide,Rayhound
Leezpunk Ignis,Mammorest,Blazehowl
Leezpunk Ignis,Mammorest Cryst,Blazehowl
Leezpunk Ignis,Relaxaurus,Blazehowl
Leezpunk Ignis,Relaxaurus Lux,Blazehowl
Leezpunk Ignis,Menasting,Katress
Leezpunk Ignis,Lyleen,Katress
Leezpunk Ignis,Pyrin Noct,Katress
Leezpunk Ignis,Reptyro Cryst,Univolt
Leezpunk Ignis,Beakon,Univolt
Leezpunk Ignis,Lyleen Noct,Univolt
Leezpunk Ignis,Grizzbolt,Blazehowl Noct
Leezpunk Ignis,Helzephyr,Blazehowl Noct
Leezpunk Ignis,Astegon,Bushi
Leezpunk Ignis,Orserk,Bushi
Leezpunk Ignis,Cryolinx,Bushi
Leezpunk Ignis,Frostallion,Bushi
Leezpunk Ignis,Frostallion Noct,Vanwyrm Cryst
Leezpunk Ignis,Jetragon,Vanwyrm Cryst
Leezpunk Ignis,Paladius,Vanwyrm Cryst
Leezpunk Ignis,Necromus,Vanwyrm Cryst
Leezpunk Ignis,Shadowbeak,Incineram
Leezpunk Ignis,Suzaku,Incineram
Leezpunk Ignis,Suzaku Aqua,Incineram
Leezpunk Ignis,Blazamut,Incineram Noct
Rushoar,Chikipi,Bristla
Rushoar,Teafant,Ribunny
Rushoar,Mau,Ribunny
Rushoar,Lamball,Swee
Rushoar,Cattiva,Swee
Rushoar,Cremis,Killamari
Rushoar,Vixy,Killamari
Rushoar,Mau Cryst,Killamari
Rushoar,Lifmunk,Flopie
Rushoar,Hangyu Cryst,Flopie
Rushoar,Hangyu,Flopie
Rushoar,Sparkit,Kelpsea Ignis
Rushoar,Flambelle,Kelpsea Ignis
Rushoar,Foxparks,Kelpsea Ignis
Rushoar,Hoocrates,Kelpsea
Rushoar,Depresso,Kelpsea
Rushoar,Jolthog,Tanzee
Rushoar,Jolthog Cryst,Tanzee
Rushoar,Pengullet,Gumoss (Special)
Rushoar,Tocotoco,Gumoss (Special)
Rushoar,Fuack,Daedream
Rushoar,Bristla,Daedream
Rushoar,Ribunny,Fuddler
Rushoar,Swee,Fuddler
Rushoar,Killamari,Dazzi
Rushoar,Flopie,Dazzi
Rushoar,Kelpsea Ignis,Dazzi
Rushoar,Kelpsea,Woolipop
Rushoar,Tanzee,Woolipop
Rushoar,Gumoss (Special),Woolipop
Rushoar,Gumoss,Woolipop
Rushoar,Daedream,Nox
Rushoar,Fuddler,Nox
Rushoar,Dazzi,Nox
Rushoar,Woolipop,Wixen
Rushoar,Nox,Rooby
Rushoar,Wixen,Maraith
Rushoar,Rooby,Leezpunk Ignis
